Eight to Face Court on Terror Murder Plot Charges Eight men will appear in court tomorrow accused of plotting terrorist outrages in Britain and the United States.	world
Gov't to request higher emissions trading allowance (AFP) AFP - Britain said it planned to ask the European Commission for a somewhat larger share of the greenhouse gas emissions allowances that are to begin trading on an EU carbon market next year.	world
Pilots Reach Accord With Alitalia (AP) AP - Pilots at Alitalia agreed Tuesday to nearly double their annual flying hours and accept lower pay  #151; the first breakthrough in talks aimed at keeping the near-bankrupt Italian carrier in business.	world
China Mobile to set up experimental 3G network in Beijing China Mobile Communications, currently the largest operator of mobile communication services in China, will establish a 3G (third-generation) experimental network in Beijing at the beginning of next year, according to the China-based Xinhua Online.	technology
Randolph guaranteed \$1,875,000 in Mets contract Willie Randolph is guaranteed \$1,875,000 under his three-year contract with the New York Mets, one of the richest deals for a first-year manager.	sports
US Air Needs Cuts to Entice Investors  ALEXANDRIA, Va. (Reuters) - US Airways Group Inc. probably  will need more cost cuts or a boost in revenue to attract the  \$250 million in equity it says it needs to leave bankruptcy  next year, the company said on Thursday.	business
Win friends, influence voters on public #39;s dime The other day, while announcing the results of her audit of the city #39;s contract with PR giant Fleishman-Hillard, Los Angeles City Controller Laura Chick touched on a bigger issue than the firm #39;s alleged \$4.2 million in overbilling.	business
Stocks in Retreat As Oil Nears \$50 Mark As crude oil futures head toward \$50 per barrel, stocks are in retreat. The Dow Jones Industrial Average is down 31 points in today #39;s early going.	business
Abu Ghraib prison hit by car bomb A car bomb detonated outside the gates of Abu Ghraib prison, killing one militant, the military said. The attack occurred when a vehicle tried to crash through the prison #39;s protective gate, said Lt.	world
Fewer mortgages approved in July The number of mortgages approved for house purchases fell by more than a fifth in July, the British Bankers' Association says.	business
Skype takes VoIP software to the Mac Skype launched a version of its Internet telephony package for Mac owners on Tuesday, as it battles a growing number of competitors offering VoIP products.	technology
Private Spaceflight Closer to Reality MOJAVE, Calif. - Hoping to build on the momentum sparked by SpaceShipOne's dash into space, supporters of opening the heavens to civilians are turning the winner-take-all race into an annual competition that might further fuel imaginations...	world
Keenan McCardell Could Start for Chargers (AP) AP - Newly acquired wide receiver Keenan McCardell will make his season debut on Sunday and might even start for the San Diego Chargers in their road game against the Carolina Panthers.	sports
NBA Today (AP) AP - Utah at Phoenix (10:30 p.m. EST). The Suns (18-3) have the NBA's best record and have won nine of their last 10 games.	sports
AT amp;T Lowers Price on Internet Calling Service AT amp;T Corp (TN: Quote, Profile, Research) on Thursday said it was lowering the price on its CallVantage Internet calling service by \$5 per month, matching the price from several other suppliers.	technology
Internet sales growing strongly The value of UK online sales more than doubles, as a growing number of people choose to shop via the internet, data shows.	business
2 Assessments of Iraq, 2 Election Strategies The presidential candidates' opposed images of the war reflect opposed strategies for the final weeks of the campaign.	world
Bird says team will try to help Artest INDIANAPOLIS -- The Indiana Pacers #39; front office offered an apology and support for suspended players in the wake of stiff penalties against those involved in Friday night #39;s brawl at the end of a nationally televised game at Detroit.	sports
Burnitz HR, not Bonds, steals show Jeromy Burnitz hit a tiebreaking, two-run homer in the eighth inning to overshadow Barry Bonds #39; 698th homer and lift the Colorado Rockies to an 8-7 victory over the San Francisco Giants on Tuesday night.	sports
Marion Jones Seeks 2 Golds, US Plays Argentina in Basketball Five-time Olympic medalist Marion Jones goes for gold medals in the long jump and 400-meter relay at the Athens Games, while the US basketball team plays Argentina for a spot in the men #39;s basketball final.	sports
Israeli Troops Kill 4 Palestinians in Gaza Raid  GAZA (Reuters) - Israeli troops killed four Palestinians,  including a militant and a 10-year-old girl, in northern Gaza  on Friday, bringing to 83 the Palestinian death toll from a  massive nine-day-old offensive.	world
Election apology starts net feud A website that apologises to the world for the US election results has been hugely successful.	technology
Half Life 2 Gold Almost hard to believe, but one of the most anticipated PC games of the decade is about to make impact... Vivendi Universal Games (VU Games) announced today that Half-Life 2 had officially gone gold.	technology
'Mystery Candidate' Wins Without Campaign (AP) AP - Steve Rocco didn't file a candidate statement or mount a campaign for the school board. He's unknown to teachers and the district and only barely known to his neighbors. Nonetheless, the man being called a "mystery candidate" easily beat an opponent who is active, and relatively well known, in the Orange Unified School District. Now all that's left is to find him.	world
Football: Navy marches over Army for 42-13 victory Ross, in his first season at West Point, stated matter-of-factly that Navy had surpassed Army on the football field and that his program had a lot of catching up to do.	sports
Murdoch pledges Australian growth NEWS Corporation would continue to grow its publishing business in Australia following the company #39;s move to the US, chairman and chief executive Rupert Murdoch stressed yesterday.	business
Space tourism still faces hurdles LOS ANGELES -- The historic suborbital flights of SpaceShipOne have ignited interest in space tourism, but the budding industry and federal regulators must still resolve questions ranging from ensuring the safety of people on the ground to informing 	technology
Torvalds comes out against EU patent directive SAN FRANCISCO - Three prominent open source software developers, including Linus Torvalds, the creator of Linux, have issued a statement urging the European Union Council to reject proposed legislation that would codify the practice of granting software patents in the E.U.	technology
Colorado State Limits Alcohol at Stadium (AP) AP - Following the death of a female student and two off-campus riots, Colorado State University officials on Thursday said alcohol sales for most of its football stadium would be suspended until at least Feb. 1.	sports
Capturing Your Personal Web Forget bookmarks: Web content managers allow you to create your own personal, searchable cache of web pages.	technology
Record high oil prices, economic data put pressure on stock &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - Record high oil prices and disappointing economic data sent stocks lower Tuesday morning. The price of crude oil for November delivery ran up 77 cents to \$50.	business
High crude here to stay Oil dipping almost \$1 doesn #39;t signal the beginning of a major retreat, say commodities experts who suggest crude might never fall below \$40 US a barrel again.	business
Pakistan spin India to defeat (AFP) AFP - Pakistan spinners Shahid Afridi and Shoaib Malik took seven wickets between them to bowl their side to a 66-run win over arch-rivals India in the opening match of the triangular event here.	world
Milosevic team seek halt to trial Two lawyers appointed to defend Slobodan Milosevic on war crimes charges ask for his trial to be suspended.	world
Offshoring company looks to make programmers obsolete in legacy conversion An Indian company claims its software automatically converts legacy applications written in old languages such as Cobol and Pascal to modern languages such as C and Java.	technology
Kenteris, Thanou charged for crash Greek authorities have charged athletes Kostas Kenteris and Katerina Thanou with avoiding a drug test prior to the Athens Olympics and then faking a motorcycle accident.	sports
For Serena Williams, Less Is Definitely More he is one of the best tennis players in the world, but the talk surrounding her has nothing to do with aces or ground strokes. When it comes to Serena Williams, the discussion turns to clothing.	sports
Prison call for Japan executive TOKYO Prosecutors on Thursday called for a three-year prison term for Yasuo Takei, the founder of Takefuji, a Japanese consumer finance company, for ordering illegal wiretaps and for defamation.	business
Japan megabank turns deaf ear IN many markets, investor response to Sumitomo Mitsui Financial Group #39;s 1-for-1 merger offer to UFJ Holdings would have been predictable and nearly instantaneous.	business
OPEC elects Sheikh Ahmad al-Sabah as a President, increase oil &lt;b&gt;...&lt;/b&gt; OPEC has extended a message to calm down to the oil consuming countries following an agreement by its countries in Vienna to increase the ceiling of oil production by 4, which means an increase of one million barrels a day, in the hope to reduce prices.	business
